1	1	5	19970923
1	2	3	19971015
1	3	4	19971103
1	4	3	19971015
1	5	3	19980313
1	6	5	19980214
1	7	4	19970924
1	8	1	19970924
1	9	5	19971103
1	10	3	19971001
1	11	2	19970924
1	12	5	19971103
1	13	5	19970924
1	14	5	19970923
1	15	5	19970924
1	16	5	19971103
1	17	3	19970924
1	18	4	19980214
1	19	5	19970924
1	21	1	19971103
1	22	4	19970924
1	23	4	19970924
1	24	3	19970924
1	25	4	19970924
1	26	3	19970924
1	27	2	19971015
1	28	4	19970924
1	29	1	19971103
1	30	3	19971103
1	31	3	19970924
1	32	5	19980301
1	34	2	19971103
1	35	1	19971103
1	36	2	19970924
1	37	2	19971103
1	38	3	19971103
1	39	4	19970924
1	40	3	19971015
1	41	2	19971015
1	42	5	19971015
1	43	4	19971103
1	44	5	19971103
1	45	5	19970926
1	46	4	19971015
1	47	4	19970924
1	48	5	19970924
1	49	3	19971103
1	50	5	19970923
1	51	4	19971103
1	52	4	19970924
1	53	3	19971015
1	54	3	19971103
1	55	5	19970924
1	56	4	19970924
1	57	5	19971103
1	58	4	19971103
1	59	5	19971015
1	60	5	19970924
1	62	3	19971103
1	63	2	19971103
1	64	5	19970924
1	65	4	19970924
1	66	4	19971103
1	67	3	19971015
1	68	4	19970924
1	69	3	19970924
1	70	3	19970924
1	71	3	19971015
1	72	4	19971103
1	73	3	19971015
1	74	1	19980313
1	75	4	19971103
1	76	4	19971103
1	77	4	19971015
1	78	1	19971103
1	79	4	19970924
1	80	4	19971015
1	81	5	19970924
1	82	5	19971103
1	83	3	19970924
1	84	4	19970924
1	85	3	19970924
1	86	5	19971103
1	87	5	19971103
1	88	4	19971103
1	89	5	19970924
1	90	4	19971103
1	91	5	19971015
1	92	3	19971015
1	93	5	19970924
1	94	2	19970924
1	95	4	19970924
1	96	5	19970924
1	97	3	19970924
1	98	4	19970924
1	99	3	19970924
1	100	5	19971103
1	101	2	19971103
1	102	2	19980313
1	103	1	19971103
1	104	1	19970926
1	105	2	19970926
1	106	4	19970926
1	107	4	19970926
1	108	5	19970926
1	109	5	19970923
1	110	1	19971103
1	111	5	19980313
1	112	1	19971103
1	113	5	19971103
1	114	5	19970924
1	115	5	19971103
1	116	3	19971103
1	118	3	19970924
1	119	5	19971015
1	120	1	19970926
1	121	4	19970924
1	122	3	19970926
1	123	4	19970924
1	124	5	19970924
1	125	3	19971103
1	126	2	19970924
1	127	5	19970923
1	128	4	19970924
1	129	5	19980214
1	130	3	19970924
1	131	1	19971103
1	132	4	19971103
1	133	4	19971015
1	134	4	19970924
1	135	4	19970924
1	136	3	19971015
1	137	5	19970924
1	138	1	19971103
1	139	3	19971103
1	140	1	19971103
1	141	3	19971103
1	142	2	19971103
1	143	1	19970924
1	144	4	19970924
1	145	2	19970924
1	146	4	19970924
1	147	3	19970926
1	148	2	19970926
1	149	2	19971103
1	150	5	19971015
1	151	4	19970924
1	152	5	19971103
1	153	3	19971015
1	154	5	19971103
1	156	4	19970923
1	157	4	19971015
1	158	3	19971103
